YEAR,QUARTER,CITY,AIRLINE,PREDICTED_TRAFFIC
2015,Q2,TIRUCHIRAPALLY,SPICEJET,8431
2015,Q2,TRIVANDRUM,AIR INDIA,85819
2015,Q2,TRIVANDRUM,AIR INDIA EXPRESS,42035
2015,Q2,TRIVANDRUM,INDIGO,27345
2015,Q2,TRIVANDRUM,JET AIRWAYS,111998
2015,Q2,TRIVANDRUM,SPICEJET,16934
2015,Q2,VARANASI,AIR INDIA,282
2015,Q2,VARANASI,AIR INDIA EXPRESS,138
2015,Q2,VARANASI,INDIGO,89
2015,Q2,VARANASI,JET AIRWAYS,368
2015,Q2,VARANASI,SPICEJET,55
2015,Q2,VISAKHAPATNAM,AIR INDIA,3842
2015,Q2,VISAKHAPATNAM,AIR INDIA EXPRESS,1882
2015,Q2,VISAKHAPATNAM,INDIGO,1224
2015,Q2,VISAKHAPATNAM,JET AIRWAYS,5014
2015,Q2,VISAKHAPATNAM,SPICEJET,758
2015,Q3,AHMEDABAD,AIR INDIA,34402
2015,Q3,AHMEDABAD,AIR INDIA EXPRESS,16459
2015,Q3,AHMEDABAD,INDIGO,9817
2015,Q3,AHMEDABAD,JET AIRWAYS,43887
2015,Q3,AHMEDABAD,SPICEJET,6409
2015,Q3,AMRITSAR,AIR INDIA,12748
2015,Q3,AMRITSAR,AIR INDIA EXPRESS,6099
2015,Q3,AMRITSAR,INDIGO,3638
2015,Q3,AMRITSAR,JET AIRWAYS,16263
2015,Q3,AMRITSAR,SPICEJET,2375
2015,Q3,BENGALURU,AIR INDIA,102504
2015,Q3,BENGALURU,AIR INDIA EXPRESS,49043
2015,Q3,BENGALURU,INDIGO,29251
2015,Q3,BENGALURU,JET AIRWAYS,130765
2015,Q3,BENGALURU,SPICEJET,19097
2015,Q3,CHENNAI,AIR INDIA,168727
2015,Q3,CHENNAI,AIR INDIA EXPRESS,80729
2015,Q3,CHENNAI,INDIGO,48150
2015,Q3,CHENNAI,JET AIRWAYS,215248
2015,Q3,CHENNAI,SPICEJET,31435
2015,Q3,COIMBATORE,AIR INDIA,4461
2015,Q3,COIMBATORE,AIR INDIA EXPRESS,2134
2015,Q3,COIMBATORE,INDIGO,1273
2015,Q3,COIMBATORE,JET AIRWAYS,5691
2015,Q3,COIMBATORE,SPICEJET,831
2015,Q3,DELHI,AIR INDIA,448678
2015,Q3,DELHI,AIR INDIA EXPRESS,214673
2015,Q3,DELHI,INDIGO,128041
2015,Q3,DELHI,JET AIRWAYS,572386
2015,Q3,DELHI,SPICEJET,83591
2015,Q3,GAYA,AIR INDIA,793
2015,Q3,GAYA,AIR INDIA EXPRESS,379
2015,Q3,GAYA,INDIGO,226
2015,Q3,GAYA,JET AIRWAYS,1012
2015,Q3,GAYA,SPICEJET,147
2015,Q3,GOA,AIR INDIA,9771
2015,Q3,GOA,AIR INDIA EXPRESS,4675
2015,Q3,GOA,INDIGO,2788
2015,Q3,GOA,JET AIRWAYS,12466
2015,Q3,GOA,SPICEJET,1820
2015,Q3,HYDERABAD,AIR INDIA,99644
2015,Q3,HYDERABAD,AIR INDIA EXPRESS,47675
2015,Q3,HYDERABAD,INDIGO,28435
2015,Q3,HYDERABAD,JET AIRWAYS,127117
2015,Q3,HYDERABAD,SPICEJET,18564
2015,Q3,JAIPUR,AIR INDIA,11371
2015,Q3,JAIPUR,AIR INDIA EXPRESS,5440
2015,Q3,JAIPUR,INDIGO,3245
2015,Q3,JAIPUR,JET AIRWAYS,14506
2015,Q3,JAIPUR,SPICEJET,2118
2015,Q3,KOCHI,AIR INDIA,159904
2015,Q3,KOCHI,AIR INDIA EXPRESS,76507
2015,Q3,KOCHI,INDIGO,45632
2015,Q3,KOCHI,JET AIRWAYS,203992
2015,Q3,KOCHI,SPICEJET,29791
2015,Q3,KOLKATA,AIR INDIA,65526
2015,Q3,KOLKATA,AIR INDIA EXPRESS,31351
2015,Q3,KOLKATA,INDIGO,18699
2015,Q3,KOLKATA,JET AIRWAYS,83593
2015,Q3,KOLKATA,SPICEJET,12208
2015,Q3,KOZHIKODE,AIR INDIA,75323
2015,Q3,KOZHIKODE,AIR INDIA EXPRESS,36039
2015,Q3,KOZHIKODE,INDIGO,21495
2015,Q3,KOZHIKODE,JET AIRWAYS,96091
2015,Q3,KOZHIKODE,SPICEJET,14033
2015,Q3,LUCKNOW,AIR INDIA,19654
2015,Q3,LUCKNOW,AIR INDIA EXPRESS,9403
2015,Q3,LUCKNOW,INDIGO,5608
2015,Q3,LUCKNOW,JET AIRWAYS,25073
2015,Q3,LUCKNOW,SPICEJET,3661
2015,Q3,MADURAI,AIR INDIA,9673
2015,Q3,MADURAI,AIR INDIA EXPRESS,4628
2015,Q3,MADURAI,INDIGO,2760
2015,Q3,MADURAI,JET AIRWAYS,12340
2015,Q3,MADURAI,SPICEJET,1802
2015,Q3,MANGALORE,AIR INDIA,24051
2015,Q3,MANGALORE,AIR INDIA EXPRESS,11507
2015,Q3,MANGALORE,INDIGO,6863
2015,Q3,MANGALORE,JET AIRWAYS,30682
2015,Q3,MANGALORE,SPICEJET,4480
2015,Q3,MUMBAI,AIR INDIA,383311
2015,Q3,MUMBAI,AIR INDIA EXPRESS,183398
2015,Q3,MUMBAI,INDIGO,109386
2015,Q3,MUMBAI,JET AIRWAYS,488996
2015,Q3,MUMBAI,SPICEJET,71413
2015,Q3,NAGPUR,AIR INDIA,1649
2015,Q3,NAGPUR,AIR INDIA EXPRESS,789
2015,Q3,NAGPUR,INDIGO,470
2015,Q3,NAGPUR,JET AIRWAYS,2103
2015,Q3,NAGPUR,SPICEJET,307
2015,Q3,PUNE,AIR INDIA,8221
2015,Q3,PUNE,AIR INDIA EXPRESS,3933
2015,Q3,PUNE,INDIGO,2346
2015,Q3,PUNE,JET AIRWAYS,10487
2015,Q3,PUNE,SPICEJET,1531
2015,Q3,TIRUCHIRAPALLY,AIR INDIA,41469
2015,Q3,TIRUCHIRAPALLY,AIR INDIA EXPRESS,19841
2015,Q3,TIRUCHIRAPALLY,INDIGO,11834
2015,Q3,TIRUCHIRAPALLY,JET AIRWAYS,52903
2015,Q3,TIRUCHIRAPALLY,SPICEJET,7726
2015,Q3,TRIVANDRUM,AIR INDIA,84129
2015,Q3,TRIVANDRUM,AIR INDIA EXPRESS,40252
2015,Q3,TRIVANDRUM,INDIGO,24008
2015,Q3,TRIVANDRUM,JET AIRWAYS,107325
2015,Q3,TRIVANDRUM,SPICEJET,15673
2015,Q3,VARANASI,AIR INDIA,1432
2015,Q3,VARANASI,AIR INDIA EXPRESS,685
2015,Q3,VARANASI,INDIGO,408
2015,Q3,VARANASI,JET AIRWAYS,1827
2015,Q3,VARANASI,SPICEJET,266
2015,Q3,VISAKHAPATNAM,AIR INDIA,2964
2015,Q3,VISAKHAPATNAM,AIR INDIA EXPRESS,1418
2015,Q3,VISAKHAPATNAM,INDIGO,846
2015,Q3,VISAKHAPATNAM,JET AIRWAYS,3782
2015,Q3,VISAKHAPATNAM,SPICEJET,552
2015,Q4,AHMEDABAD,AIR INDIA,47768
2015,Q4,AHMEDABAD,AIR INDIA EXPRESS,18923
2015,Q4,AHMEDABAD,INDIGO,12271
2015,Q4,AHMEDABAD,JET AIRWAYS,57646
2015,Q4,AHMEDABAD,SPICEJET,9435
2015,Q4,AMRITSAR,AIR INDIA,22018
2015,Q4,AMRITSAR,AIR INDIA EXPRESS,8722
2015,Q4,AMRITSAR,INDIGO,5656
2015,Q4,AMRITSAR,JET AIRWAYS,26571
2015,Q4,AMRITSAR,SPICEJET,4349
2015,Q4,BENGALURU,AIR INDIA,145956
2015,Q4,BENGALURU,AIR INDIA EXPRESS,57819
2015,Q4,BENGALURU,INDIGO,37496
2015,Q4,BENGALURU,JET AIRWAYS,176138
2015,Q4,BENGALURU,SPICEJET,28829
2015,Q4,CHENNAI,AIR INDIA,174722
2015,Q4,CHENNAI,AIR INDIA EXPRESS,69214
2015,Q4,CHENNAI,INDIGO,44886
2015,Q4,CHENNAI,JET AIRWAYS,210853
2015,Q4,CHENNAI,SPICEJET,34511
2015,Q4,COIMBATORE,AIR INDIA,5721
2015,Q4,COIMBATORE,AIR INDIA EXPRESS,2266
2015,Q4,COIMBATORE,INDIGO,1469
2015,Q4,COIMBATORE,JET AIRWAYS,6905
2015,Q4,COIMBATORE,SPICEJET,1130
2015,Q4,DELHI,AIR INDIA,552566
2015,Q4,DELHI,AIR INDIA EXPRESS,218893
2015,Q4,DELHI,INDIGO,141955
2015,Q4,DELHI,JET AIRWAYS,666833
2015,Q4,DELHI,SPICEJET,109144
2015,Q4,GAYA,AIR INDIA,4440
2015,Q4,GAYA,AIR INDIA EXPRESS,1759
2015,Q4,GAYA,INDIGO,1140
2015,Q4,GAYA,JET AIRWAYS,5358
2015,Q4,GAYA,SPICEJET,877
2015,Q4,GOA,AIR INDIA,19630
2015,Q4,GOA,AIR INDIA EXPRESS,7776
2015,Q4,GOA,INDIGO,5043
2015,Q4,GOA,JET AIRWAYS,23689
2015,Q4,GOA,SPICEJET,3877
2015,Q4,HYDERABAD,AIR INDIA,119599
2015,Q4,HYDERABAD,AIR INDIA EXPRESS,47378
2015,Q4,HYDERABAD,INDIGO,30725
2015,Q4,HYDERABAD,JET AIRWAYS,144332
2015,Q4,HYDERABAD,SPICEJET,23623
2015,Q4,JAIPUR,AIR INDIA,14748
2015,Q4,JAIPUR,AIR INDIA EXPRESS,5842
2015,Q4,JAIPUR,INDIGO,3788
2015,Q4,JAIPUR,JET AIRWAYS,17798
2015,Q4,JAIPUR,SPICEJET,2913
2015,Q4,KOCHI,AIR INDIA,174653
2015,Q4,KOCHI,AIR INDIA EXPRESS,69187
2015,Q4,KOCHI,INDIGO,44868
2015,Q4,KOCHI,JET AIRWAYS,210770
2015,Q4,KOCHI,SPICEJET,34498
2015,Q4,KOLKATA,AIR INDIA,89494
2015,Q4,KOLKATA,AIR INDIA EXPRESS,35452
2015,Q4,KOLKATA,INDIGO,22991
2015,Q4,KOLKATA,JET AIRWAYS,108001
2015,Q4,KOLKATA,SPICEJET,17677
2015,Q4,KOZHIKODE,AIR INDIA,77474
2015,Q4,KOZHIKODE,AIR INDIA EXPRESS,30690
2015,Q4,KOZHIKODE,INDIGO,19903
2015,Q4,KOZHIKODE,JET AIRWAYS,93495
2015,Q4,KOZHIKODE,SPICEJET,15302
2015,Q4,LUCKNOW,AIR INDIA,25112
2015,Q4,LUCKNOW,AIR INDIA EXPRESS,9947
2015,Q4,LUCKNOW,INDIGO,6451
2015,Q4,LUCKNOW,JET AIRWAYS,30305
2015,Q4,LUCKNOW,SPICEJET,4960
2015,Q4,MADURAI,AIR INDIA,10526
2015,Q4,MADURAI,AIR INDIA EXPRESS,4170
2015,Q4,MADURAI,INDIGO,2704
2015,Q4,MADURAI,JET AIRWAYS,12703
2015,Q4,MADURAI,SPICEJET,2079
2015,Q4,MANGALORE,AIR INDIA,25750
2015,Q4,MANGALORE,AIR INDIA EXPRESS,10201
2015,Q4,MANGALORE,INDIGO,6615
2015,Q4,MANGALORE,JET AIRWAYS,31076
2015,Q4,MANGALORE,SPICEJET,5086
2015,Q4,MUMBAI,AIR INDIA,457408
2015,Q4,MUMBAI,AIR INDIA EXPRESS,181198
2015,Q4,MUMBAI,INDIGO,117509
2015,Q4,MUMBAI,JET AIRWAYS,551997
2015,Q4,MUMBAI,SPICEJET,90348
2015,Q4,NAGPUR,AIR INDIA,3274
2015,Q4,NAGPUR,AIR INDIA EXPRESS,1297
2015,Q4,NAGPUR,INDIGO,841
2015,Q4,NAGPUR,JET AIRWAYS,3951
2015,Q4,NAGPUR,SPICEJET,646
2015,Q4,PUNE,AIR INDIA,9896
2015,Q4,PUNE,AIR INDIA EXPRESS,3920
2015,Q4,PUNE,INDIGO,2542
2015,Q4,PUNE,JET AIRWAYS,11942
2015,Q4,PUNE,SPICEJET,1954
2015,Q4,TIRUCHIRAPALLY,AIR INDIA,42649
2015,Q4,TIRUCHIRAPALLY,AIR INDIA EXPRESS,16895
2015,Q4,TIRUCHIRAPALLY,INDIGO,10956
2015,Q4,TIRUCHIRAPALLY,JET AIRWAYS,51469
2015,Q4,TIRUCHIRAPALLY,SPICEJET,8424
2015,Q4,TRIVANDRUM,AIR INDIA,89039
2015,Q4,TRIVANDRUM,AIR INDIA EXPRESS,35272
2015,Q4,TRIVANDRUM,INDIGO,22874
2015,Q4,TRIVANDRUM,JET AIRWAYS,107452
2015,Q4,TRIVANDRUM,SPICEJET,17587
2015,Q4,VARANASI,AIR INDIA,2896
2015,Q4,VARANASI,AIR INDIA EXPRESS,1147
2015,Q4,VARANASI,INDIGO,744
2015,Q4,VARANASI,JET AIRWAYS,3495
2015,Q4,VARANASI,SPICEJET,572
2015,Q4,VISAKHAPATNAM,AIR INDIA,4566
2015,Q4,VISAKHAPATNAM,AIR INDIA EXPRESS,1809
2015,Q4,VISAKHAPATNAM,INDIGO,1173
2015,Q4,VISAKHAPATNAM,JET AIRWAYS,5511
2015,Q4,VISAKHAPATNAM,SPICEJET,902
2016,Q1,AHMEDABAD,AIR INDIA,45390
2016,Q1,AHMEDABAD,AIR INDIA EXPRESS,19077
2016,Q1,AHMEDABAD,INDIGO,12829
2016,Q1,AHMEDABAD,JET AIRWAYS,54158
2016,Q1,AHMEDABAD,SPICEJET,12060
2016,Q1,AMRITSAR,AIR INDIA,22672
2016,Q1,AMRITSAR,AIR INDIA EXPRESS,9529
2016,Q1,AMRITSAR,INDIGO,6408
2016,Q1,AMRITSAR,JET AIRWAYS,27052
2016,Q1,AMRITSAR,SPICEJET,6024
2016,Q1,BENGALURU,AIR INDIA,116042
2016,Q1,BENGALURU,AIR INDIA EXPRESS,48772
2016,Q1,BENGALURU,INDIGO,32800
2016,Q1,BENGALURU,JET AIRWAYS,138457
2016,Q1,BENGALURU,SPICEJET,30833
2016,Q1,CHENNAI,AIR INDIA,177014
2016,Q1,CHENNAI,AIR INDIA EXPRESS,74398
2016,Q1,CHENNAI,INDIGO,50034
2016,Q1,CHENNAI,JET AIRWAYS,211207
2016,Q1,CHENNAI,SPICEJET,47034
2016,Q1,COIMBATORE,AIR INDIA,4716
2016,Q1,COIMBATORE,AIR INDIA EXPRESS,1982
2016,Q1,COIMBATORE,INDIGO,1333
2016,Q1,COIMBATORE,JET AIRWAYS,5627
2016,Q1,COIMBATORE,SPICEJET,1253
2016,Q1,DELHI,AIR INDIA,520846
2016,Q1,DELHI,AIR INDIA EXPRESS,218909
2016,Q1,DELHI,INDIGO,147220
2016,Q1,DELHI,JET AIRWAYS,621456
2016,Q1,DELHI,SPICEJET,138393
2016,Q1,GAYA,AIR INDIA,4538
2016,Q1,GAYA,AIR INDIA EXPRESS,1907
2016,Q1,GAYA,INDIGO,1282
2016,Q1,GAYA,JET AIRWAYS,5415
2016,Q1,GAYA,SPICEJET,1206
2016,Q1,GOA,AIR INDIA,17349
2016,Q1,GOA,AIR INDIA EXPRESS,7291
2016,Q1,GOA,INDIGO,4903
2016,Q1,GOA,JET AIRWAYS,20700
2016,Q1,GOA,SPICEJET,4609
2016,Q1,HYDERABAD,AIR INDIA,105470
2016,Q1,HYDERABAD,AIR INDIA EXPRESS,44328
2016,Q1,HYDERABAD,INDIGO,29811
2016,Q1,HYDERABAD,JET AIRWAYS,125843
2016,Q1,HYDERABAD,SPICEJET,28024
2016,Q1,JAIPUR,AIR INDIA,14874
2016,Q1,JAIPUR,AIR INDIA EXPRESS,6251
2016,Q1,JAIPUR,INDIGO,4204
2016,Q1,JAIPUR,JET AIRWAYS,17747
2016,Q1,JAIPUR,SPICEJET,3952
2016,Q1,KOCHI,AIR INDIA,162876
2016,Q1,KOCHI,AIR INDIA EXPRESS,68456
2016,Q1,KOCHI,INDIGO,46037
2016,Q1,KOCHI,JET AIRWAYS,194338
2016,Q1,KOCHI,SPICEJET,43277
2016,Q1,KOLKATA,AIR INDIA,81375
2016,Q1,KOLKATA,AIR INDIA EXPRESS,34201
2016,Q1,KOLKATA,INDIGO,23001
2016,Q1,KOLKATA,JET AIRWAYS,97094
2016,Q1,KOLKATA,SPICEJET,21622
2016,Q1,KOZHIKODE,AIR INDIA,85854
2016,Q1,KOZHIKODE,AIR INDIA EXPRESS,36084
2016,Q1,KOZHIKODE,INDIGO,24267
2016,Q1,KOZHIKODE,JET AIRWAYS,102439
2016,Q1,KOZHIKODE,SPICEJET,22812
2016,Q1,LUCKNOW,AIR INDIA,26326
