OMAN AIR,MUSCAT,LUCKNOW,78668,79009
OMAN AIR,MUSCAT,MUMBAI,105125,112933
OMAN AIR,MUSCAT,TRIVANDRUM,47338,49166
OMAN AIR,SALALAH,KOZHIKODE,440,287
PAK INTERNATIONAL,KARACHI,DELHI,1783,3063
PAK INTERNATIONAL,KARACHI,MUMBAI,4987,7592
PAK INTERNATIONAL,LAHORE,DELHI,2324,4798
QATAR AIRWAYS,DHAKA,KOLKATA,0,0
QATAR AIRWAYS,DOHA,AHMEDABAD,54259,55164
QATAR AIRWAYS,DOHA,AMRITSAR,53156,55009
QATAR AIRWAYS,DOHA,BENGALURU,96719,98095
QATAR AIRWAYS,DOHA,CHENNAI,95717,93176
QATAR AIRWAYS,DOHA,DELHI,170246,162071
QATAR AIRWAYS,DOHA,GOA,53282,57263
QATAR AIRWAYS,DOHA,HYDERABAD,60002,58872
QATAR AIRWAYS,DOHA,KOCHI,153379,147034
QATAR AIRWAYS,DOHA,KOLKATA,69864,68797
QATAR AIRWAYS,DOHA,KOZHIKODE,60675,60602
QATAR AIRWAYS,DOHA,MUMBAI,106873,104756
QATAR AIRWAYS,DOHA,NAGPUR,25962,31838
QATAR AIRWAYS,DOHA,TRIVANDRUM,62316,58870
REGENT AIRWAYS,CHITTAGONG,KOLKATA,44944,47328
REGENT AIRWAYS,DHAKA,KOLKATA,50908,56470
ROSSIYA AIRLINES,BAKU,GOA,8414,8600
ROSSIYA AIRLINES,MOSCOW,GOA,41407,37417
ROSSIYA AIRLINES,MOSCOW,HYDERABAD,183,0
SAFI AIRWAYS,KABUL,DELHI,29585,27767
SAUDIA,DAMMAM,BENGALURU,2613,2198
SAUDIA,DAMMAM,CHENNAI,7346,6473
SAUDIA,DAMMAM,DELHI,0,0
SAUDIA,DAMMAM,HYDERABAD,8142,7085
SAUDIA,DAMMAM,KOCHI,5525,4762
SAUDIA,DAMMAM,MUMBAI,0,0
SAUDIA,JEDDAH,BENGALURU,23675,25181
SAUDIA,JEDDAH,CHENNAI,24499,28006
SAUDIA,JEDDAH,DELHI,76975,82353
SAUDIA,JEDDAH,HYDERABAD,51451,53564
SAUDIA,JEDDAH,KOCHI,113024,111745
SAUDIA,JEDDAH,LUCKNOW,51293,52405
SAUDIA,JEDDAH,MUMBAI,69012,96175
SAUDIA,MEDINA,DELHI,13240,8286
SAUDIA,MEDINA,HYDERABAD,885,0
SAUDIA,MEDINA,KOCHI,0,0
SAUDIA,MEDINA,MUMBAI,15988,8034
SAUDIA,RIYADH,BENGALURU,9012,8404
SAUDIA,RIYADH,CHENNAI,32674,28581
SAUDIA,RIYADH,DELHI,50799,55676
SAUDIA,RIYADH,HYDERABAD,43062,40506
SAUDIA,RIYADH,KOCHI,65900,62686
SAUDIA,RIYADH,LUCKNOW,40667,40514
SAUDIA,RIYADH,MUMBAI,33874,41572
SCAT AIRLINES,ALMATY,GOA,5306,5075
SCOOT PTE LTD.,SINGAPORE,AMRITSAR,38398,35559
SCOOT PTE LTD.,SINGAPORE,CHENNAI,88262,78396
SHANDONG AIRLINES,KUNMING,DELHI,14632,14968
SILK AIR,SINGAPORE,BENGALURU,27038,29005
SILK AIR,SINGAPORE,CHENNAI,13058,16099
SILK AIR,SINGAPORE,COIMBATORE,26762,29019
SILK AIR,SINGAPORE,HYDERABAD,55119,57719
SILK AIR,SINGAPORE,KOCHI,59025,63413
SILK AIR,SINGAPORE,KOLKATA,21034,22362
SILK AIR,SINGAPORE,TRIVANDRUM,22411,25984
SILK AIR,SINGAPORE,VISAKHAPATNAM,11472,14069
SINGAPORE AIRLINES,SINGAPORE,AHMEDABAD,32382,34253
SINGAPORE AIRLINES,SINGAPORE,BENGALURU,71479,69291
SINGAPORE AIRLINES,SINGAPORE,CHENNAI,68609,75088
SINGAPORE AIRLINES,SINGAPORE,DELHI,174243,179308
SINGAPORE AIRLINES,SINGAPORE,KOLKATA,27580,28652
SINGAPORE AIRLINES,SINGAPORE,MUMBAI,168603,172390
SPICEJET,BANGKOK,CHENNAI,46345,47749
SPICEJET,BANGKOK,KOLKATA,67446,68909
SPICEJET,COLOMBO,CHENNAI,25446,25295
SPICEJET,COLOMBO,MADURAI,25406,26056
SPICEJET,DHAKA,KOLKATA,669,686
SPICEJET,DUBAI,AHMEDABAD,60710,60291
SPICEJET,DUBAI,AMRITSAR,62803,61899
SPICEJET,DUBAI,DELHI,63123,62429
SPICEJET,DUBAI,HYDERABAD,31080,34708
SPICEJET,DUBAI,JAIPUR,41614,43328
SPICEJET,DUBAI,KOCHI,61361,60567
SPICEJET,DUBAI,KOZHIKODE,61671,60440
SPICEJET,DUBAI,MADURAI,58922,61620
SPICEJET,DUBAI,MANGALORE,23824,23263
SPICEJET,DUBAI,MUMBAI,55972,62200
SPICEJET,DUBAI,PUNE,55208,60541
SPICEJET,KABUL,DELHI,24950,25073
SPICEJET,MALE,KOCHI,25604,25620
SPICEJET,MUSCAT,AHMEDABAD,33442,42391
SRILNKAN AIRWAYS,COLOMBO,BENGALURU,72014,67636
SRILNKAN AIRWAYS,COLOMBO,CHENNAI,265359,274690
SRILNKAN AIRWAYS,COLOMBO,DELHI,53589,53776
SRILNKAN AIRWAYS,COLOMBO,KOCHI,85707,86709
SRILNKAN AIRWAYS,COLOMBO,KOLKATA,6846,7303
SRILNKAN AIRWAYS,COLOMBO,MADURAI,19520,21907
SRILNKAN AIRWAYS,COLOMBO,MUMBAI,51435,51043
SRILNKAN AIRWAYS,COLOMBO,TIRUCHIRAPALLY,86326,92380
SRILNKAN AIRWAYS,COLOMBO,TRIVANDRUM,50851,42029
SRILNKAN AIRWAYS,COLOMBO,VARANASI,1227,1340
SWISS AIR,ZURICH,DELHI,67796,76759
SWISS AIR,ZURICH,MUMBAI,65349,76517
TAJIK AIR,DUSHANBE,DELHI,4253,4312
THAI AIR ASIA,DON MUEANG,BENGALURU,39755,38143
THAI AIR ASIA,DON MUEANG,CHENNAI,37785,37392
THAI AIR ASIA,DON MUEANG,KOCHI,40497,42362
THAI AIR ASIA,DON MUEANG,KOLKATA,11005,11166
THAI AIRWAYS,BANGKOK,BENGALURU,89072,92973
THAI AIRWAYS,BANGKOK,CHENNAI,69797,74736
THAI AIRWAYS,BANGKOK,DELHI,230934,248655
THAI AIRWAYS,BANGKOK,HYDERABAD,57080,60912
THAI AIRWAYS,BANGKOK,KOLKATA,81171,84344
THAI AIRWAYS,BANGKOK,MUMBAI,112560,119701
THAI SMILE AIRWAYS,BANGKOK,GAYA,14523,5449
THAI SMILE AIRWAYS,BANGKOK,JAIPUR,5847,6115
THAI SMILE AIRWAYS,BANGKOK,LUCKNOW,3756,3440
THAI SMILE AIRWAYS,BANGKOK,VARANASI,3375,12164
THAI SMILE AIRWAYS,DON MUEANG,GAYA,304,413
TIGER AIRWAYS,SINGAPORE,BENGALURU,53582,54044
TIGER AIRWAYS,SINGAPORE,CHENNAI,12963,13571
TIGER AIRWAYS,SINGAPORE,HYDERABAD,46632,41223
TIGER AIRWAYS,SINGAPORE,KOCHI,24527,23505
TIGER AIRWAYS,SINGAPORE,LUCKNOW,18710,17896
TIGER AIRWAYS,SINGAPORE,TIRUCHIRAPALLY,117902,112980
TURKISH AIRLINES,ISTANBUL,DELHI,117620,120608
TURKISH AIRLINES,ISTANBUL,MUMBAI,112268,117167
TURKMENISTAN AIRLINES,ASHGABAT,AMRITSAR,25375,25042
TURKMENISTAN AIRLINES,ASHGABAT,DELHI,13757,14005
UNITED AIRLINES,NEWARK,DELHI,76042,79212
UNITED AIRLINES,NEWARK,MUMBAI,81676,85617
UNITED AIRLINES BANGLADESH LTD.,CHITTAGONG,KOLKATA,0,0
UNITED AIRLINES BANGLADESH LTD.,DHAKA,KOLKATA,0,0
UNITED PARCEL SERVICES,BANGKOK,MUMBAI,0,0
UNITED PARCEL SERVICES,COLOGNE,MUMBAI,0,0
UNITED PARCEL SERVICES,DUBAI,MUMBAI,0,0
UNITED PARCEL SERVICES,TAIPAE,MUMBAI,0,0
US BANGLA AIRLINES,DHAKA,KOLKATA,8882,8808
UZBEKISTAN AIRWAYS,NAVOI,DELHI,0,0
UZBEKISTAN AIRWAYS,NAVOI,MUMBAI,0,0
UZBEKISTAN AIRWAYS,TASHKENT,AMRITSAR,11556,11085
UZBEKISTAN AIRWAYS,TASHKENT,DELHI,40411,41343
VIRGIN ATLANTIC AIRLINES,LONDON,DELHI,76879,79875
YEMENIA AIRWAYS,ADEN,MUMBAI,3022,3394
YEMENIA AIRWAYS,SANAA,MUMBAI,777,762
AIR INDIA,HONG KONG,SEOUL,24148,26002
AIR INDIA,HONG KONG,OSAKA,10157,12507
JET AIRWAYS,AMSTERDAM,TORONTO,48224,45606
AIR INDIA,NEWARK,LONDON,10415,12892
AIR INDIA EXPRESS,BAHRAIN,DOHA,0,0
AIR INDIA EXPRESS,BAHRAIN,KUWAIT,26,0
AIR INDIA EXPRESS,DHAKA,SINGAPORE,3398,1653
AIR INDIA EXPRESS,DHAKA,DUBAI,64,0
